name,game_id,rating,complexity_rating,year_published,min_players,max_players,min_play_time,max_play_time,min_age,owned_by,top_2000
Escape from the Hidden Castle,444,6.2576,1.1361,1989,2,8,30,30,8,2901,0
Die Osterinsel,445,5.78314,1.6,1994,3,4,30,30,10,418,0
Avalanche,446,5.66797,1.1923,1965,2,6,30,30,8,509,0
The Great Balloon Race,449,6.18196,1.35,1991,2,8,30,30,7,352,0
Octi,450,6.71496,3.2083,1999,2,4,10,30,8,645,0
Beutelschneider,451,5.8675,1.3333,1997,3,4,30,30,0,115,0
Mummy Rummy,452,5.02802,1.1905,1994,2,5,30,30,8,713,0
Tante Tarantel,454,6.19745,1.2143,1991,3,5,30,30,10,171,0
Am Fuß des Kilimandscharo,455,5.70842,1.1818,1995,2,4,45,45,7,234,0
Jumbo Grand Prix,457,5.85407,1.4,1998,2,5,30,30,8,182,0
Sherlock Holmes: The Card Game,458,6.18059,1.4902,1991,3,8,60,60,10,1419,0
Ausgebremst,459,6.88008,1.5862,1993,3,6,45,45,10,369,0
Railway Rivals,460,6.68986,2.3333,1979,2,6,90,90,10,717,0
Freibeuter,461,6.31131,1.8571,1998,2,4,30,45,9,444,0
Esels-Rennen,462,5.51833,1.1667,1989,2,6,15,15,8,226,0
Magic: The Gathering,463,7.56754,3.2496,1993,2,2,20,20,13,42017,1
Billabong,464,6.856,1.9014,1992,2,4,30,30,10,1023,0
Zankapfel,465,6.29412,2,1993,3,6,60,60,12,110,0
Inkognito,466,6.59149,2.1577,1988,3,5,90,90,10,6532,0
In Teufels Küche,469,6.12737,1.0909,1993,2,4,60,60,10,239,0
Road to the White House,470,6.15635,3.5312,1992,3,6,240,240,12,604,0
Totem,471,5.4918,2.3636,1995,2,4,90,90,10,298,0
DungeonQuest,472,6.75509,1.9255,1985,1,4,20,60,10,4287,1
Olé!,473,6.59058,1.4286,1996,3,8,30,30,8,388,0
Cold War,474,6.16543,2.871,1984,4,4,180,180,12,636,0
Taj Mahal,475,7.26709,2.9936,2000,2,5,45,90,12,9442,1
Mr. President,476,6.60015,2.1613,1967,2,4,60,60,12,960,0
The Broadway Game,477,6.44008,2.3077,1981,2,6,120,120,12,249,0
Citadels,478,7.06574,2.0495,2000,2,8,20,60,10,72257,1
Bambuti,479,5.87576,2.6923,1999,2,2,20,20,12,322,0
Carolus Magnus,481,6.82683,2.5773,2000,2,4,60,60,12,4101,1
Sky Runner,482,5.53835,1.5526,1999,2,5,30,30,8,827,0
Diplomacy,483,7.03661,3.3399,1959,2,7,360,360,12,22811,1
Stratego Legends,484,5.80793,2.2642,1999,2,8,60,60,8,1856,0
Galloping Pigs,485,5.77729,1.1398,1992,2,5,30,30,6,1680,0
Barnyard Buddies,486,5.6951,1.0333,1996,2,8,15,15,4,571,0
Power,487,6.09304,2.6154,1981,2,4,30,30,10,616,0
Stake Your Claim,488,6.04769,1,1985,2,6,15,15,6,164,0
Pacal,489,6.1799,1.6667,1999,2,2,20,30,12,159,0
Warangel,490,7.74267,2.5128,2000,2,6,60,60,12,357,0
Web of Power,491,7.30202,2.4423,2000,3,5,50,60,12,3425,1
Aladdin's Dragons,492,6.89532,2.4598,2000,3,5,60,90,10,4012,1
Ave Caesar,494,6.63289,1.3595,1989,2,6,30,30,12,4688,1
Time Pirates,495,5.56042,2,2000,3,6,60,60,10,525,0
Dilemma,496,4.32581,1,2000,3,5,30,30,10,119,0
Vampire,497,5.93715,1.3425,2000,3,5,30,30,10,921,0
Arbos,499,6.36648,1,1999,1,8,30,30,6,446,0
MARK,500,6.01639,1.6667,1997,2,4,60,60,10,123,0
Through the Desert,503,7.09048,2.2016,1998,2,5,45,45,10,15095,1
Die Verbotene Stadt,504,6.02484,1.8125,1992,2,4,60,60,12,443,0
Goldener Drache,505,5.70759,1.7778,1992,2,5,30,30,10,205,0
The Big Cheese,506,5.87998,1.3455,1998,3,6,30,30,10,1008,0
Cartel,507,6.99801,2.25,1973,2,4,90,90,10,284,0
Blue Max,508,7.16954,2.2673,1983,2,6,60,60,13,1374,0
The Reef,509,5.68735,1.6216,2000,2,2,60,60,10,1278,0
Eschnapur,510,5.67611,2.3529,2000,3,5,60,60,10,491,0
Silverton,511,7.11482,3.2397,1991,1,6,180,180,12,1815,0
True Colors,514,6.09378,1.1463,1989,3,6,30,30,18,1223,0
6-Tage Rennen,515,6.8893,1.76,1986,3,8,60,60,8,263,0
Mush,519,5.86096,1.7143,1994,2,6,60,60,10,224,0
Axis & Allies: Europe,520,6.5065,2.8413,1999,2,4,210,210,12,4457,0
Desperados,524,5.57747,1.4516,1980,2,4,30,30,8,849,0
Pisa,525,6.2373,1.75,1999,3,5,45,45,12,237,0
Abalone,526,6.47106,2.1597,1987,2,2,30,30,7,12056,1
GIPF,527,7.09515,2.7822,1996,2,2,30,60,9,5309,1
ZÈRTZ,528,7.26783,2.7456,1999,2,2,30,60,9,6232,1
Entenrallye,530,5.92469,1.75,1988,2,6,60,60,10,167,0
Merchants of Amsterdam,531,6.70689,2.6319,2000,3,5,60,60,10,2474,0
Labyrinth: The Card Game,533,5.57509,1.219,2000,2,6,30,30,7,3677,0
N.Y. Chase,534,6.41615,1.9804,1999,3,6,45,45,10,1325,0
Power Barons,535,5.50832,2,1986,3,4,30,30,10,616,0
Visionary,536,6.43996,1.2692,1997,4,8,60,60,8,464,0
Manager,538,6.40784,2.5333,1979,3,6,60,60,10,228,0
Dampfross,539,6.20741,2.1795,1979,2,6,90,90,10,1957,0
Sisimizi,540,6.30226,1.9565,1996,2,4,45,45,10,392,0
Das Motorsportspiel,541,7.47518,2,1995,2,12,45,120,10,504,0
Animocrazy,542,5.53072,1.2778,2000,4,10,30,30,10,1501,0
Kaleidos,545,6.70831,1.2449,1994,2,12,60,60,10,1478,0
Buck Rogers: Battle for the 25th Century Game,548,6.4707,2.6757,1988,2,6,120,120,10,1671,0
Barbarossa,550,6.31692,1.5524,1988,3,4,60,60,12,2675,0
Battle Cry,551,7.15263,2.095,1999,2,2,45,45,10,4423,1
Bus,552,7.60357,3.0458,1999,3,5,120,120,14,4322,1
Chez Geek,553,5.70462,1.4217,1999,2,5,60,60,13,7968,0
La Città,554,7.01723,3.2675,2000,2,5,120,120,12,6808,1
The Princes of Florence,555,7.51297,3.2432,2000,2,5,75,100,12,16859,1
7 Safari,556,5.24762,1.1429,2000,2,6,20,20,8,227,0
Laguna,557,5.84766,2,2000,2,4,30,30,9,333,0
Der weiße Lotus,558,6.17971,2.8571,2000,3,6,80,80,12,569,0
Metro,559,6.37116,1.6871,1997,2,6,30,30,8,7941,0
Flußpiraten,561,6.17026,2.1,1990,3,6,90,90,9,231,0
Silberzwerg,562,6.40989,2.5128,2000,2,4,60,60,10,664,0
Doolittle & Waite,563,6.24837,1.8571,1986,2,8,30,30,0,172,0
Die Seidenstraße,564,5.49368,1.7778,1998,2,7,60,60,10,224,0
Port Royal,565,6.21084,2.3571,2000,3,4,60,60,10,355,0
Wongar,566,6.29204,2.9762,2000,3,5,90,90,12,551,0
Rage,568,6.16788,1.4564,1983,2,10,45,45,8,4704,0
Maestro,569,5.83447,1.8571,1989,2,4,20,30,8,420,0
Papua,571,6.21354,1.5714,1992,3,6,60,60,10,161,0
Battle Cattle,572,5.45541,1.3333,1996,2,8,30,60,8,190,0
Grand Prix,573,6.41458,1.3636,1975,3,6,60,60,8,220,0
Devil Take the Hindmost,574,6.43769,1.5135,1991,3,6,30,30,8,392,0
Das Kollier,575,5.47887,2.2,2000,3,6,30,30,10,186,0
Parts Unknown,577,6.01631,1.9048,1999,4,10,90,90,10,663,0
Tile Chess,581,5.96218,2.6818,1999,2,6,90,90,12,709,0
Kampf um Rom,582,5.56053,3.2,1995,3,4,180,180,16,140,0
Kardinal,585,6.56466,2.1667,2000,2,4,20,20,10,230,0
Up Front,586,7.88436,3.4152,1983,2,2,60,60,12,3897,1
Wiz-War,589,6.8747,1.9822,1983,2,4,60,60,10,2032,0
Mille Bornes,590,5.70696,1.2491,1954,2,6,45,45,8,17702,0
Spades,592,6.78522,2.0223,1938,4,4,60,60,10,1445,1
Favoriten,593,6.44617,1.3333,1989,2,5,60,60,9,286,0
Sleuth,594,6.90284,2.4623,1971,3,7,30,45,10,5474,1
Escape from Elba,595,5.46788,1.65,1999,3,6,60,60,10,500,0
Die Weinhändler,600,5.15403,1.8,2000,3,6,60,60,10,174,0
Animal Poker,602,6.50662,1.4118,1988,4,8,60,60,10,676,0
Putsch,603,5.51313,3.125,1998,3,6,120,120,16,269,0
Verrat!,604,5.38333,2.6667,1999,4,4,60,60,12,138,0
Banana Republic,605,5.34485,1.4286,1993,2,5,30,30,10,246,0
Pico 2,606,5.88195,1.1515,1997,2,2,5,5,10,414,0
Honor of the Samurai,607,5.94409,2.1818,1996,3,6,60,60,10,1648,0
Siesta,608,6.32118,2.52,1999,2,4,60,60,8,526,0
Kippit,612,5.95201,1,1999,2,2,30,30,5,284,0
Overboard,613,5.68608,1.8,1978,2,2,15,15,8,229,0
Rubik's Race,614,6.00414,1.2593,1982,2,2,5,5,7,2196,0
MLB Showdown,618,6.25985,1.9444,2000,2,2,40,40,8,455,0
The Bottle Imp,619,6.7403,1.8699,1995,2,4,30,30,10,5575,1
We the People,620,7.30846,2.7083,1993,2,2,120,120,12,1756,0
25 Words or Less,621,6.56663,1.5208,1996,4,99,20,35,10,924,0
Change!,622,5.27761,1.2105,1999,2,8,30,30,10,426,0
Swashbuckler: A Game of Swordplay and Derring-do,623,6.91867,2.4571,1980,2,6,90,90,12,568,0
Quoridor,624,6.65596,1.8423,1997,2,4,15,15,8,12151,1
Business,625,6.05632,2,1998,2,6,45,45,8,124,0
War and Peace,626,6.72181,3.293,1980,2,6,120,180,12,2855,0
Q-Turn,629,5.03703,1.2308,1999,2,4,20,20,8,265,0
Daytona 500,631,7.14344,1.7745,1990,2,4,70,70,10,1134,0
Cloud 9,632,6.4863,1.1533,1999,3,6,20,30,8,2248,0
Elixir,633,5.57068,1.4651,1997,3,8,60,60,10,2553,0
River Dragons,634,6.50154,1.7256,2000,2,6,30,30,8,4693,0
Formula Motor Racing,635,6.40164,1.1801,1995,3,6,20,20,8,2387,0
The Stock Car Championship Racing Card Game,637,6.90011,2.1364,1995,2,12,20,20,8,291,0
Hera and Zeus,638,6.4817,2.048,2000,2,2,30,30,12,5380,0
American Megafauna,639,6.83922,3.8163,1997,1,4,90,360,9,598,0
Oodles,642,6.06064,1.3684,1992,3,10,20,20,0,657,0
Deadlands: Doomtown Range Wars,643,6.27326,2.2,2000,2,8,90,90,10,290,0
Shipwrecked,644,5.69878,1.4681,2000,2,4,30,30,12,771,0
Bosworth,645,5.78895,2.0968,1998,2,4,60,60,8,773,0
Pirate's Plunder,646,4.581,1.5,2000,2,6,30,30,8,148,0
Mystick Domination,647,6.41429,2.8333,2000,2,5,30,30,12,231,0
Vox Populi,648,4.41,2.1,1999,3,6,90,90,12,220,0
Thieves of Bagdad,649,5.96583,2.1667,1999,3,6,90,90,10,320,0
Fairy Meat,650,5.97382,1.625,2000,2,100,60,60,12,203,0
Zero Down,651,6.48175,1.2353,1998,2,5,20,20,8,1426,0
X-Net,652,5.62791,2.3333,1999,3,6,120,120,12,115,0
Shit!,653,5.41763,1.1667,1996,2,6,20,20,8,287,0
Castle,655,6.0986,1.9048,2000,2,5,30,30,14,2387,0
Münchhausen,657,5.86181,1.0833,1996,3,8,30,30,8,190,0
Riffifi,660,6.06919,1,2000,3,5,15,15,10,160,0
Where's Bob's Hat?,661,6.23383,1.5909,1990,2,5,30,45,10,741,0
Sternenhimmel,668,6.55724,2.0811,1995,3,5,30,30,10,475,0
Plague & Pestilence,669,6.21858,1.3867,1993,2,6,15,45,0,919,0
Starship Troopers,670,6.57139,3.0986,1976,1,2,120,120,12,3829,0
Bull Run: The First Major Battle of the American Civil War,671,6.41013,2.9677,1983,2,2,240,240,12,865,0
Star Traders,673,6.34488,2.3182,1987,2,6,120,120,12,475,0
J.U.M.P. Into the Unknown,674,5.32843,2.7778,1999,1,4,120,120,10,298,0
4th Dimension,675,5.31375,2,1977,2,2,45,45,12,223,0
Would You Rather...?,677,4.37991,1.1957,1998,3,8,20,20,12,2117,0
Minion Hunter,679,6.2344,1.8824,1992,1,6,60,60,12,339,0
Dune,680,5.75407,2.16,1984,2,4,90,90,10,990,0
Quarto,681,6.88274,1.9009,1991,2,2,20,20,8,12219,1
Monopoly: The Card Game,684,5.55719,1.4583,2000,2,6,30,30,8,1557,0
Marrakesh,685,6.74567,1.8571,1978,2,2,45,45,0,119,0
Dr. Jekyll & Mr. Hyde,686,6.76353,2.3514,1997,3,4,60,60,10,971,0
Cabale,687,6.1675,2.4737,1999,2,4,60,60,12,358,0
Manchu: The Taiping Rebellion – 1852-1868,688,6.01778,2.5,1988,2,2,240,240,12,539,0
Singapore,690,6.41877,2.4211,1984,2,2,120,120,12,516,0
Timbuktu,691,6.65373,2.7792,1993,3,5,60,60,10,2315,0
Wizard Kings,692,6.72648,2.6558,2000,2,7,150,150,12,2105,0
Fibonacci,695,6.24923,1.8333,1992,2,2,30,30,0,132,0
The Big Idea,696,6.28158,1.3191,2000,3,6,45,45,10,1403,0
Conspiracy,697,6.24564,1.913,1973,3,4,90,90,10,1738,0
Gother Than Thou,698,4.63074,1.1538,2000,3,5,20,20,15,366,0
HeroQuest,699,7.18566,2.1392,1989,2,5,90,90,14,22335,1
Battle Masters,700,6.33362,1.8674,1992,2,2,60,60,9,4458,0
A House Divided: War Between the States 1861-65,701,7.07671,2.6316,1981,2,2,240,240,12,4126,1
Wabbit Wampage,702,6.01595,2.0526,1985,2,4,120,120,12,454,0
Roman Civil War,703,6.88389,3,1993,2,2,120,120,12,506,0
Montgolfiere,704,5.84974,1.2206,1992,2,6,45,45,7,806,0
Caesar in Gallia: Conquest on the Ancient Frontier,705,6.86917,3.0667,1993,2,2,300,300,0,415,0
Frederick the Great: The Campaigns of The Soldier King 1756-1759,706,6.96029,2.6901,1975,2,4,180,240,12,1476,0
When Tigers Fight,707,6.17143,2.9412,1994,2,2,300,300,14,470,0
Holy War: Afghanistan,708,6.17677,3.1111,1991,2,2,180,180,12,522,0
Dragons of Glory,709,6.29481,2.5714,1986,2,2,180,180,12,188,0
Snit's Revenge!,710,6.25049,1.4255,1977,2,2,20,20,8,821,0
Elfenroads,711,7.03016,2.5,1992,2,6,120,120,10,359,0
Blood Bowl (Third Edition),712,7.55062,2.9841,1994,2,2,180,180,12,6719,1
Nuclear War,713,6.2121,1.4428,1965,2,6,60,60,10,4252,0
Talisman,714,6.36388,2.1826,1983,2,6,240,240,9,7391,0
Escape from Colditz,715,6.67115,2.224,1973,2,6,180,180,12,5929,0
Pizza Party,716,4.95872,1.1667,1987,2,4,10,15,4,289,0
Galaxy: The Dark Ages,718,6.27292,2.4154,2000,2,5,90,90,12,1064,0
Tyranno Ex,719,6.43382,2.3542,1990,2,4,120,120,12,943,0
Fast Food Franchise,720,6.34433,2.1714,1992,2,5,90,180,12,465,0
Oregon Trail,721,5.28617,2.2,1981,1,8,120,120,0,152,0
The Uncanny X-Men Alert Adventure Game,723,6.16576,1.5814,1992,2,4,60,60,9,1013,0
Chill: Black Morn Manor,724,5.97831,2.0588,1985,2,6,120,120,12,911,0
Chinese Civil War: 1946-1949,727,5.887,2.8571,1979,1,2,240,360,12,279,0
The Sun Never Sets: Three Campaigns of the British Empire,728,7.25,2.625,1997,2,2,180,180,12,220,0
Breakout: Normandy,730,7.68917,3.3913,1992,2,2,240,240,12,2354,1
Escape from New York,731,5.62997,1.4615,1981,2,4,20,60,10,211,0
San Francisco,736,6.1816,2.5556,2000,3,5,90,90,12,603,0
Rio Grande:  The Battle of Valverde,740,5.24627,3.3636,1991,2,2,180,180,12,470,0
Trajan,741,6.91142,3.2069,1991,2,2,180,180,12,658,0
Germania,742,6.64901,2.8333,1995,2,2,180,180,12,415,0
"The Game of France, 1940: German Blitzkrieg in the West",746,5.95499,2.6806,1971,2,2,180,180,12,1562,0
Bitter Woods: The Battle of the Bulge,747,6.89315,3,1998,2,2,240,240,12,694,0
Trax,748,6.48607,2.1273,1980,2,2,10,10,8,902,0
Minos,751,6.39451,2.6452,1991,2,4,120,120,16,720,0
Maul of America,752,4.65672,1.4615,1998,2,6,120,120,12,180,0
Panzerkrieg: von Manstein & HeeresGruppe Süd,753,6.5163,3.0732,1978,2,2,240,240,14,951,0
Domain,754,6.167,1.7778,1982,2,2,15,15,8,423,0
Thunder at Cassino,755,7.05845,3.1186,1987,1,2,360,360,12,1216,0
Black Vienna,756,7.00313,2.62,1987,3,6,60,60,10,514,0
Turning Point: Stalingrad,759,7.2609,3.2857,1989,1,2,120,1800,10,1888,0
Battle Line,760,7.4132,1.8941,2000,2,2,30,30,12,20986,1
The Great Brain Robbery,761,5.53366,1.3,2000,3,7,60,60,10,1347,0
Mad Gab,764,5.03346,1.241,1996,2,12,45,45,10,4039,0
Space Walk,765,5.98586,1.4783,1999,2,5,45,45,8,654,0
Regatta,766,6.34738,2.0667,1967,2,6,60,60,10,1660,0
Keytown,768,6.4838,2.8,2000,2,5,60,60,12,255,0
Star Trek Red Alert!,769,6.43636,2.3333,2000,2,8,90,90,10,249,0
Loot,770,6.29717,1.3754,1992,2,8,20,20,10,12332,0
Kings and Castles,771,6.62828,2.6154,2000,2,4,90,90,10,299,0
Ausbrecher AG,772,6.09572,1.3448,1985,2,6,20,20,10,540,0
Beim Zeus!,773,5.16,2.125,1997,3,6,90,90,12,234,0
Remmi Demmi,776,5.63273,1,1999,4,9,30,30,8,157,0
Tabloid Teasers,781,5.98253,1.0909,1991,3,6,45,45,10,159,0
"Win, Place & Show",782,6.73902,2.0842,1966,3,6,120,120,8,1870,0
Letter Head,783,6.00706,1.5714,2000,1,9,10,10,8,202,0
Dog Eat Dog,785,5.19074,2.4545,1999,2,6,90,90,12,244,0
Maxi Bour$e,786,4.50163,2.2308,1987,2,6,90,90,10,352,0
Palermo,787,5.93291,1.9,1992,3,5,60,60,10,141,0
Tales of the Arabian Nights,788,7.0588,2.4198,1985,1,6,120,120,12,1239,0
Focus,789,6.47826,2.3836,1963,2,4,45,45,10,1644,0
Terra Turrium,790,6.04896,2.25,1990,2,4,90,90,12,352,0
Löwendynastie,791,5.91875,1.7,1998,3,6,30,30,10,170,0
Megiddo,792,5.984,2.25,1985,2,3,20,20,8,201,0
Yahtzee Deluxe Poker,793,6.0384,1.3333,1994,2,6,20,20,12,1304,0
Foil,794,5.55447,1.5,1968,2,4,60,60,10,1075,0
Dragonlance,795,5.42259,1.8571,1988,2,6,60,60,10,1086,0
Shanghai Trader,796,6.50772,2.6111,1986,3,6,180,300,12,445,0
Ace of Aces: Handy Rotary Series,798,7.07894,1.7586,1980,2,2,20,20,10,1790,0
The Hills Rise Wild!,799,6.39628,2.4483,2000,2,4,180,180,12,617,0
Crimean War Battles,801,6.8551,2.6923,1978,2,2,120,120,12,413,0
Taipei: China Invades,802,6.15429,4.3333,2000,2,2,120,120,12,195,0
Dragonhunt,803,5.82012,2.5652,1982,2,6,120,120,12,842,0
Thunder Road,804,6.67323,1.3537,1986,2,4,45,45,10,1382,0
Buffy the Vampire Slayer: The Game,805,6.61689,2.0065,2000,2,5,90,90,12,3062,0
Pipeline: The Oil Game,808,5.25618,1.6667,1988,2,4,30,30,8,162,0
Rummikub,811,6.44768,1.721,1977,2,4,60,60,8,36520,1
Goosebumps: Terror in the Graveyard Game,813,5.53227,1.2308,1995,2,4,45,45,7,566,0
Aquarius,814,6.0632,1.1355,1998,2,5,10,30,6,3118,0
Chrononauts,815,6.18391,1.8498,2000,1,6,30,30,11,9817,0
2038: Tycoons of the Asteroid Belt,816,7.09213,4.0196,1995,3,6,360,360,14,844,0
Axiom,820,6.97482,2.875,1988,2,2,15,15,9,365,0
La Trel,821,5.53096,1.6,1994,2,2,60,60,10,217,0
Carcassonne,822,7.41002,1.8969,2000,2,5,30,45,7,184276,1
The Lord of the Rings,823,6.73771,2.5622,2000,2,5,60,90,12,26212,1
Hijara,824,5.76334,1.4,1995,2,2,40,40,10,114,0
Screaming Eagles,825,6.00705,1.3448,1987,2,4,20,20,10,852,0
Cartagena,826,6.6842,1.6032,2000,2,5,45,45,8,8967,1
Attila,827,6.47226,2.5503,2000,2,5,45,45,10,2013,0
Wizards,828,6.40419,2.9615,1982,1,6,120,240,12,974,0
Battle of the Bands,829,5.82865,1.4348,2001,2,4,45,45,13,238,0
Schrille Stille,831,6.44797,1.7625,1999,3,6,90,90,10,760,0
For the People,833,7.77815,3.7224,1998,2,2,360,360,12,4501,1
Chronology,834,6.49012,1.4085,1996,2,8,30,30,12,1582,0
Election,835,6.87113,2.625,1972,3,6,120,120,12,154,0
New England Railways,836,6.60679,2.5882,2000,2,6,90,120,13,496,0
Corsairs,840,6.0615,1.6667,2000,2,4,60,60,10,805,0
Razzia,841,6.36049,1.36,1992,3,8,30,30,12,628,0
Circus Minimus,843,6.32853,2.1429,2000,2,7,60,60,12,698,0
Mausoleum,844,4.6117,1.3636,2000,3,5,20,20,12,170,0
Feudal,847,6.09218,2.312,1967,2,6,90,90,10,3795,0
Tip Tap,848,5.79739,1,1999,3,6,45,45,7,288,0
Golf Masters,849,4.80658,1,2000,2,2,90,90,8,149,0
Pop Belly,852,5.17952,1.25,1999,2,4,15,25,4,138,0
...und tschüss!,853,6.3808,1.3,1997,4,6,30,30,10,445,0
Doge,854,6.51234,2.5479,2000,3,4,45,45,12,1338,0
Java,855,7.00983,3.3856,2000,2,4,120,120,12,5169,1
"New York, New York",856,5.74275,1.3333,1989,2,4,30,30,8,255,0
Titanic: Der Mythos,857,5.41572,1.0625,1998,2,5,20,20,10,361,0
Blindes Huhn,858,5.30476,1.125,1997,3,6,20,20,8,174,0
Illuminati,859,6.18632,2.4842,1982,2,6,60,120,12,4065,0
Scotland the Brave,860,5.87719,2.7692,1998,2,2,180,180,12,234,0
Weapons & Warriors:  Castle Combat Set,861,6.02183,1.2653,1993,2,99,30,30,7,1221,0
Mage Knight,864,6.19543,2.3864,2000,2,4,60,60,10,1584,0
Landslide,865,6.20931,1.4138,1971,2,4,90,90,9,445,0
"Lie, Cheat & Steal",866,5.25283,1.4,1971,2,6,90,90,12,547,0
Morisi,867,6.48264,2.0909,2000,2,4,45,45,10,353,0
Bongo!,869,6.09009,1.413,2000,2,8,15,15,8,762,0
Empires of the Ancient World,870,6.63249,2.9759,2000,3,5,120,180,12,873,0
Fire,871,6.02284,1.1333,1996,2,5,10,20,6,149,0
M,872,6.33482,1.9615,2000,2,6,30,30,10,706,0
Roads & Boats,875,7.71117,4.194,1999,1,4,240,240,14,4447,1
Tennis Masters,876,5.7043,1.5,2000,2,2,40,40,8,165,0
Troia,877,5.60812,1.8667,2000,2,4,60,60,9,354,0
Wyatt Earp,878,6.83626,1.841,2001,2,4,30,45,8,5677,1
Ivanhoe,883,6.53206,1.6103,2000,2,5,40,45,10,2754,0
Way Out West,884,6.12904,2.6203,2000,3,5,90,120,12,1116,0
Der Garten des Sonnenkönigs,886,5.94315,2.5,1996,2,5,60,60,10,144,0
Real Action Stockcar Championship,890,6.93906,2.75,1998,1,20,90,90,10,119,0
Cranium,891,5.68182,1.4206,1998,4,99,60,60,13,18465,0
APBA Pro Baseball,895,7.10511,1.8846,1951,1,2,30,30,10,533,0
Movie Mania,899,4.63998,1.5714,1992,2,4,60,60,13,230,0
City,900,5.58223,1.625,1988,2,6,30,30,8,242,0
Meuterer,902,6.87436,2.3136,2000,3,4,60,60,12,5719,1
Hamsterrolle,903,6.8095,1.0741,2000,2,4,30,40,7,2183,1
Nightmare Productions,904,7.06162,2.1047,2000,2,5,60,60,10,6210,1
Vagabondo,905,5.81351,1.5,1979,2,6,30,30,8,132,0
Abilene,906,5.88675,1.7,1983,3,6,45,45,8,338,0
Tally Ho!,908,6.15141,1.4847,1973,2,2,30,30,8,4446,0
Saturn,909,6.73565,1.25,1997,2,4,30,30,8,189,0
Kunst Stücke,910,6.40455,2.3846,1995,2,5,60,60,12,214,0
Empires of the Middle Ages,911,7.16624,3.5439,1980,1,6,240,360,14,1143,0
Pacific Victory: War in the Pacific 1941-45,912,6.91551,3.1897,2000,2,2,120,240,12,906,0
Mystery of the Abbey,915,6.53979,2.2028,1995,3,6,60,90,8,9862,1
Pete the Pirate,916,5.93578,1.2222,2000,2,4,30,30,6,226,0
Rack-O,917,5.82779,1.1899,1956,2,4,45,45,8,7044,0
Ultimate Outburst,920,6.12652,1.3704,1999,2,99,60,60,18,685,0
Breakaway Rider,923,6.17802,1.2772,1963,2,6,20,20,8,1184,0
Werewolf,925,6.48316,1.3944,1986,8,24,60,60,8,4528,0
Lift Off,927,5.12073,1.3846,2000,2,4,30,30,8,351,0
Gerüchteküche,928,5.04934,1.1667,2000,3,7,20,20,7,184,0
The Great Dalmuti,929,6.58182,1.2928,1995,4,8,60,60,8,13579,1
Böse Buben,930,5.33,1.25,2000,2,4,20,20,12,135,0
Top Race,932,6.76748,1.7479,1996,2,6,45,45,8,1648,0
New Orleans Big Band,933,5.81099,1.8,1990,3,6,90,90,10,282,0
Die Kette von Saba,934,5.38295,1.4,1984,3,7,60,60,8,253,0
Australian Rails,935,6.9649,2.6471,1994,2,6,180,240,10,964,0
The Fury of Dracula,936,6.93553,2.5955,1987,2,4,180,180,12,1831,0
1825 Unit 1,937,6.84175,3.5833,1995,2,5,180,180,14,505,0
Enchanted Forest,938,5.72813,1.2473,1981,2,6,30,60,4,6578,0
Star Wars: The Queen's Gambit,939,7.57509,2.4848,2000,2,4,120,120,12,2606,1
Karawane,940,6.03106,1.5714,1990,3,5,45,45,12,375,0
Turbo Taxi,941,6.06543,1.475,2000,2,4,30,30,8,1596,0
Ligretto,943,6.18923,1.1745,1988,2,4,10,10,8,9038,0
Mag·Blast,944,5.92944,1.5405,1998,2,6,60,60,10,469,0
Trivia for Dummies,947,5.21102,1,1998,3,4,20,20,12,157,0
Dao,948,5.29724,1.5,1999,2,2,10,10,5,430,0
Twixt,949,6.60293,2.4949,1962,2,4,30,30,12,5415,0
Four Dragons,950,6.57137,2.3556,2000,3,4,30,30,12,769,0
Football Strategy,951,6.44708,1.5526,1959,2,4,150,150,10,904,0
Pony Express,954,5.30344,1.75,1991,2,6,60,60,12,268,0
Super Giant Monster Showdown,955,6.01702,2.0833,1999,2,9,60,60,10,162,0
Azteca,956,6.03528,3.3846,1998,2,4,240,240,12,382,0
PanzerZug,957,6.17667,1.6,1998,2,6,30,30,10,115,0
Orcz,958,5.42339,1.7778,2000,2,4,45,45,12,493,0
Luftschiff,959,7.22532,3.381,1996,1,2,60,60,12,334,0
The Gardens of the Alhambra,963,6.15008,1.7965,1993,2,4,45,60,8,2216,0
Kapitän Wackelpudding,964,6.21613,1.1429,1994,2,5,30,30,8,196,0
Ben Hurt,965,5.65089,1.7407,1996,4,8,60,60,12,694,0
The Keep,975,5.66647,1.6667,1983,3,6,30,60,10,102,0
The Powerpuff Girls: Saving the World Before Bedtime,979,5.85137,1.1875,2000,2,4,30,30,8,467,0
Al Cabohne,980,5.96191,1.7712,2000,1,2,60,60,12,3094,0
Amoeba Wars,982,6.0823,2.0943,1981,2,6,150,150,12,1093,0
Tangoes,983,5.73014,1.5161,1980,1,2,10,10,5,1256,0
Name Burst,984,6.308,1.8333,1992,3,10,30,30,10,205,0
Babel,986,6.64797,2.4051,2000,2,2,45,60,12,6573,1
Kingmaker,987,6.52597,3.0562,1974,2,7,240,240,12,5848,0
Zapp Zerapp,988,6.10065,1.3,2000,2,4,30,30,7,789,0
90 Grad,990,6.78,2.8571,2000,2,2,15,15,10,149,0
Alcazar,992,5.78974,1.6667,1978,2,2,30,30,12,133,0
An den Ufern des Nils,993,6.35799,2.3448,1994,2,5,60,60,12,367,0
