name,game_id,rating,complexity_rating,year_published,min_players,max_players,min_play_time,max_play_time,min_age,owned_by,top_2000
Bible Trivia,5423,4.9916,1.6923,1984,2,12,60,60,8,280,0
MindTrap II,5425,5.28516,1.9394,1997,2,10,60,60,12,1147,0
TriBond Card Game,5427,5.14773,1.25,2000,2,10,20,20,10,131,0
Mad Gab Card Game,5428,4.85217,1,2000,2,10,20,20,10,653,0
Blurt! Card Game,5429,5.37892,1.5,2000,3,5,20,20,8,125,0
Best of TriBond,5430,5.41988,1.2222,2001,2,15,60,60,12,431,0
The Crocodile Hunter Game,5433,5.552,1,1994,2,4,30,30,5,195,0
North Sea Oil,5435,5.40927,2.1667,1974,2,6,120,120,12,140,0
Raid on Iran,5437,6.05306,1.8571,1980,1,2,60,60,12,421,0
English Civil War,5438,6.15854,2,1975,2,2,120,120,12,113,0
Rod Hockey,5445,7.25067,1.4688,1932,2,4,20,20,0,300,0
Wealth of Nations,5447,5.74904,2.125,1975,2,6,120,120,10,724,0
Planet Hollywood: The Game,5449,5.46892,1.1667,1997,2,2,20,20,10,238,0
"DAK: The Campaign in North Africa, 1940-1942",5452,8.06333,4.0417,1997,2,2,360,360,16,539,0
Granada: The Fall of Moslem Spain,5453,6.1431,2.1579,2003,2,2,120,120,12,281,0
Tobruk:  Tank Battles in North Africa 1942,5455,6.44748,3.7326,1975,2,2,90,90,12,1755,0
Dread Pirate,5457,5.27502,1.4607,2002,2,4,60,60,8,2330,0
The Deck of Dice,5460,6.16744,1.1429,1997,2,4,30,30,6,157,0
Mind Maze,5463,5.58615,1.3333,1970,2,2,10,10,8,220,0
Calypso,5464,6.81482,2.4,1987,2,2,20,20,8,116,0
Space Fleet,5465,5.56918,1.7647,1991,2,4,60,60,8,265,0
Clue: The Haunted Mansion,5467,6.17055,1.875,2002,3,6,45,45,8,593,0
Snap: The Interlocking Dragon-Making Game,5468,5.26646,1.2609,2002,1,4,20,20,6,593,0
Monopoly: Millennium,5472,5.24754,1.5714,2000,2,8,90,90,8,1006,0
After the Holocaust: The Nuclear Devastation of America – Recovery and Reunification,5475,6.06424,4.0303,1977,3,5,180,180,12,541,0
A Gleam of Bayonets: The Battle of Antietam,5476,7.29537,3.72,1983,2,6,420,4200,12,569,0
Crazy Circus,5478,6.22602,1.4872,2002,1,10,20,20,8,778,0
"Drive on Washington: The Battle of Monocacy Junction, July 9, 1864",5479,7.03291,3,1980,2,2,360,360,12,375,0
Drive on Stalingrad: Battle for Southern Russia Game,5480,6.51923,3.4348,1977,2,2,1200,1200,12,548,0
Vive l'Empereur,5481,6.71127,2.5,2003,2,2,120,120,12,122,0
Devil's Den,5482,6.7592,3.25,1980,2,2,360,360,12,781,0
"Kursk: History's Greatest Tank Battle, July 1943",5483,6.55567,3.6471,1980,2,2,360,360,12,340,0
King Arthur: The Battle of Stonehenge 536,5484,5.78788,2,1979,2,2,120,120,12,129,0
Atlantic Wall: The Invasion of Europe June 1944,5485,6.84273,3.9615,1978,2,2,360,360,12,525,0
TaskForce: Naval Tactics and Operations in the 1980's,5488,6.56262,3.2667,1981,2,2,360,360,14,371,0
Time is Money,5491,6.19903,1.125,2003,2,5,20,20,10,245,0
Talkin' Tango,5494,6.36585,1.1429,2000,4,8,60,60,8,162,0
Riddles & Riches,5496,4.92857,1.25,1996,2,4,30,30,12,122,0
Yu-Gi-Oh! Dungeon Dice Monsters,5502,6.17873,2.1111,2002,2,2,30,30,8,241,0
TimeTripper,5503,6.23206,2.1786,1980,1,4,45,45,12,574,0
Napoleon's Battles,5504,6.74116,3.4211,1989,2,10,360,360,12,803,0
La Bataille de Mont Saint Jean,5508,7.9816,4.0455,1993,2,2,360,360,12,719,0
Southern Front: Race for the Turkish Straits,5511,7.41706,3.3929,1984,2,2,360,360,12,736,0
Fighting Fantasy Battle Cards,5512,4.85849,2.25,1993,2,2,10,10,10,117,0
Grand Master,5515,6.21852,1.25,1986,2,6,90,90,12,107,0
Symbioz,5516,6.92304,2.8333,1995,2,4,180,180,14,157,0
Mine!,5517,5.47941,2.3333,1993,3,5,60,60,13,165,0
Air Charter,5519,6.0267,1.3529,1970,2,4,45,45,10,189,0
UNO Rummy-Up,5522,5.95132,1.4375,1993,2,4,60,60,7,533,0
Rocket Flight,5525,6.55652,3,1999,2,6,120,120,12,104,0
Burger Battle,5530,5.27632,1.25,1990,2,4,15,20,8,114,0
Where in the USA is Carmen Sandiego?,5532,5.30407,1.3,1993,2,6,60,60,8,550,0
Light Speed,5534,6.34536,1.1667,2003,2,5,10,10,10,1704,0
Swoggle,5539,5.65606,1.4,1986,1,4,45,45,10,101,0
Höhlengrölen,5540,4.68182,1.5,2002,2,4,30,30,10,102,0
Barbarossa: The Russo-German War 1941-45,5541,6.48435,2.4375,1969,2,2,360,360,14,318,0
VII Legio,5548,7.20155,3.2,1982,3,6,60,60,12,189,0
Das Wasser des Lebens,5549,7.61471,2.6667,1997,3,4,60,60,21,175,0
Vampire,5554,5.68522,1.2273,2003,2,4,30,30,8,264,0
Sky Galleons of Mars,5559,6.82486,2.2917,1988,2,6,120,120,10,569,0
Monkey Mission,5561,5.33016,1.2222,2003,2,4,30,30,7,173,0
The Muppet Show Game,5566,4.34683,1,1977,2,4,30,30,7,188,0
Siege,5571,7.08352,2.3333,1983,2,6,180,180,12,935,0
Outremer,5573,7.03619,2.5556,1987,2,6,180,180,12,332,0
PeaceBowl,5575,6.4461,1.5714,2003,2,4,45,45,10,202,0
Dungeoneer: Tomb of the Lich Lord,5576,6.09923,2.1942,2003,2,4,60,60,12,4853,0
UNO: Harry Potter,5585,5.51332,1.0833,2000,2,10,30,30,7,1389,0
Perfection,5588,4.37059,1.0482,1973,1,99,6,6,4,1942,0
Full House,5589,5.87973,1.3333,1979,2,4,60,60,8,330,0
Hallo Dachs!,5590,5.9328,1.1667,1996,2,4,20,20,6,301,0
Clue Jr.: The Case of the Hidden Toys,5591,4.61905,1.1875,1996,2,4,30,30,5,335,0
Battle of the Bulge,5607,6.20939,2.2973,1991,2,2,120,120,12,681,0
Oxford Dilemma,5609,4.99019,3.25,1998,2,6,90,90,12,148,0
Dragons of Underearth,5610,5.76667,1.5,1981,2,8,180,180,12,190,0
Achtung: Spitfire!,5614,7.42081,4.0857,1995,1,10,240,240,12,627,0
James Bond Secret Agent 007 Game,5616,5.12838,1.6,1964,2,4,45,45,8,133,0
Bionic Crisis,5617,5.05143,1,1975,2,4,45,45,8,188,0
The Fastest Gun,5619,5.73629,1,1973,2,4,45,45,10,137,0
Vietnam 1965-1975,5620,7.4684,4.3106,1984,2,2,360,6000,12,2210,0
Bleeding Sherwood,5621,5.29324,1.4,1996,3,5,45,45,10,181,0
Pacific War: The Struggle Against Japan 1941-1945,5622,7.67452,4.5455,1985,2,2,60,6000,16,1936,0
Second World War at Sea: Bomb Alley,5635,7.22472,3.0606,2002,2,2,360,360,12,618,0
APBA Pro Football,5637,6.34867,2.25,1958,1,2,120,120,10,297,0
Monopoly Playmaster,5638,5.5464,2.3333,1982,3,8,120,120,0,137,0
Bombay Bazar,5640,5.48626,1.3571,2001,1,4,45,45,7,154,0
Nightmare,5641,5.89886,1.7857,1991,3,6,60,60,12,2442,0
Stap op,5646,5.46851,1.0588,1950,2,6,20,20,6,429,0
The Propaganda Game,5647,6.69048,2.8333,1966,3,4,45,45,12,119,0
Rock Trivia,5649,4.88827,1.6667,1987,2,6,60,60,14,117,0
Pass-out,5650,3.75075,1.1,1962,2,6,240,240,18,376,0
The Longest Day,5651,7.19614,4.1486,1979,2,8,5400,5400,12,1104,0
France 1944: The Allied Crusade in Europe,5656,6.20339,3,1986,1,2,360,360,12,720,0
Trivial Pursuit: 1960's Edition,5661,4.97015,1.6667,1990,2,6,90,90,12,163,0
Word Mastermind,5662,5.14202,1.6,1972,2,2,10,10,12,457,0
WFF 'N PROOF,5663,5.02273,3.8,1962,2,4,45,45,6,273,0
Mini Mastermind,5668,5.73445,1.8718,1972,2,2,10,10,8,1296,0
Salvo!,5669,6.15816,2.1111,1992,2,2,45,45,12,166,0
The Rolling Moon,5675,4.68962,1.125,1959,2,6,30,30,6,121,0
A Bridge Too Far: Arnhem,5677,7.27528,2.2105,1976,2,2,90,180,12,545,0
Lee vs. Grant: The Wilderness Campaign of 1864,5680,7.1225,3.122,1988,2,2,120,120,12,872,0
Word Rummy,5681,5.35294,2,1980,2,6,45,45,0,108,0
18EU,5684,7.53747,4.2162,2001,2,6,300,300,14,442,0
Stargrunt II,5686,7.57174,2.96,1996,2,4,120,120,12,349,0
Dirtside II,5687,7.29935,2.9697,1993,2,4,120,120,12,352,0
Highly Suspect,5694,6.18689,1.3333,2002,2,4,20,20,6,228,0
Reiner Knizia's Amazing Flea Circus,5697,5.80797,1.0617,2003,2,6,10,10,6,899,0
The Emperor Returns,5698,7.11019,3.125,1986,1,3,240,240,12,546,0
"Afrika: The North African Campaign, 1940-1942",5699,6.90427,2.5806,1993,1,2,120,720,12,695,0
"Air Bridge to Victory: Operation Market-Garden, 1944",5700,6.30223,3.36,1990,2,4,240,240,12,662,0
Dark Blades,5701,6.61803,2.5714,1986,2,8,120,120,12,243,0
Second World War at Sea: Eastern Fleet,5702,7.12526,2.7333,2001,2,2,120,120,12,491,0
Capt'n Clever,5704,5.638,1.2703,2003,3,4,30,30,6,441,0
Cuckoo Zoo,5707,5.6555,1,2002,2,10,20,20,8,518,0
Touché,5709,5.51639,1.3846,1979,2,6,30,30,8,754,0
Squad Seven,5711,6.40624,1.3182,2002,2,4,20,20,12,748,0
Petropolis,5715,5.45644,1.4545,1976,2,7,90,90,9,270,0
Balloon Cup,5716,6.67317,1.4587,2003,2,2,30,30,8,6328,1
Girl Talk,5717,4.19355,1,1988,2,10,60,60,8,126,0
Cranium Cariboo,5718,6.10662,1.0455,1998,2,4,20,20,4,606,0
Shattered States,5723,6.43958,2.2857,1990,2,6,120,120,0,126,0
The Great Patriotic War: Nazi Germany vs. the Soviet Union,5724,5.77615,2.75,1988,2,2,180,180,12,309,0
The Journeys of Paul,5725,5.93679,1.625,1990,1,6,60,180,10,352,0
Europe at War,5727,6.38788,1.875,1985,1,2,120,120,12,222,0
Grand siècle,5728,7.26667,4.2222,1993,2,10,360,360,12,121,0
Squadron Scramble,5729,4.35862,1,1942,2,4,10,10,7,104,0
Star Wars Lightsaber Dueling,5733,6.02692,2,1988,2,2,20,20,12,256,0
Dragonriders of Pern: The Book Game,5735,5.47234,1.5,1984,2,2,30,30,10,146,0
Ace of Aces: Balloon Buster,5736,6.28871,2.08,1985,2,2,20,20,10,457,0
Domaine,5737,6.98524,2.7113,2003,2,4,60,60,12,5345,1
Strat-O-Matic Pro Football,5740,7.28823,2.85,1968,1,2,120,120,11,728,0
Simon,5749,4.38186,1.2432,1978,1,4,30,30,7,1043,0
Harry Potter and the Sorcerer's Stone: Trivia Game,5750,5.22081,1.4,2000,2,6,60,60,8,1214,0
"Operation Mercury: The German Airborne Assault on Crete, 1941",5751,7.19744,3.5294,1992,2,2,360,360,12,456,0
Black Sea Black Death,5752,7.31905,3.9167,1982,2,4,360,360,12,245,0
Guadalcanal,5755,5.91914,2.4545,1966,2,2,360,360,12,518,0
Bakerstreet,5757,5.60792,1.7368,2003,2,2,30,30,10,529,0
Monopoly: Pokémon,5758,5.39476,1.9412,1995,2,6,120,120,8,1814,0
Monopoly: Star Trek Limited Edition,5759,5.17289,2,2000,2,8,120,120,8,168,0
Mammoth Hunters,5767,6.12314,2.3451,2003,3,5,90,90,10,1954,0
"Matanikau: Battles on the Matanikau River, Guadalcanal, 1942",5768,6.66652,3.3333,1993,2,2,360,360,15,536,0
"Edelweiss: The Struggle in the Caucasus, 1942",5769,7.43529,4.4545,1989,2,2,360,360,12,394,0
Orchard,5770,6.32952,1.037,1986,2,8,10,10,3,2163,0
What's It to Ya?,5772,6.59044,1.1951,2003,3,8,20,20,12,387,0
Electronic Whac-a-Mole,5775,4.66556,1,1999,1,2,10,10,4,211,0
Electronic Detective,5777,6.36289,2,1979,1,4,45,45,10,251,0
Chancellorsville (Second Edition),5778,5.9094,2.4375,1974,2,2,90,90,12,364,0
D-Day,5779,5.74643,2.3462,1991,2,2,60,60,12,562,0
"Edel, Stein & Reich",5781,6.89381,2.0739,2003,3,5,60,60,9,1884,0
Coloretto,5782,6.97746,1.277,2003,2,5,30,30,8,27354,1
Imajica,5783,6.39,3,1997,2,5,20,120,12,113,0
Polterdice,5784,4.58395,1.3333,2003,2,5,60,60,10,208,0
Star Trek: The Enterprise 4 Encounter,5786,6.04524,2.2,1985,2,4,60,60,10,210,0
Battle of the Sexes Card Game,5788,3.48717,1.0909,2001,2,12,30,30,12,369,0
Bombs Away,5789,5.29487,2,1995,1,2,30,60,12,178,0
Maelstrom,5791,6.56134,2.5667,2001,2,4,60,60,12,532,0
Landyland,5794,4.7303,2.25,1998,3,6,30,30,10,212,0
Richelieu,5795,6.58405,1.9043,2003,2,2,45,45,12,1285,0
United Nations: A Game of World Domination in Our Time,5798,5.71887,2.4444,1982,2,4,60,60,14,184,0
Marvel Trivia Game,5804,4.92708,1.25,2001,2,6,60,60,8,137,0
Trivial Pursuit: Warner Bros. All Family Edition,5810,5.2,1.6,1999,2,6,60,60,8,210,0
The Best of Dragon Magazine Games,5811,6.25618,2.1818,1990,2,6,20,60,10,645,0
"Brute Force: The War in the West, 1940-1945",5822,6.82727,3.2857,2003,2,6,360,360,12,312,0
The Kids of Catan,5824,5.25018,1.0588,2003,2,4,20,20,4,1153,0
Paris Paris,5825,6.19877,1.9685,2003,2,4,45,45,9,1335,0
"Victory in the West: Plan Yellow, The French Campaign 1940",5826,7.04925,3.5217,1993,2,2,360,360,14,603,0
A Winter War,5827,7.25041,3.5,1992,2,2,360,360,12,426,0
Aachen,5828,6.51271,3.6667,1983,2,2,360,360,12,300,0
Balkan Front,5829,6.9931,3.8571,1990,2,3,120,120,12,507,0
Bloody 110,5830,7.14267,3.9091,1989,2,2,360,360,12,328,0
Britain Stands Alone,5831,6.62416,3.2,1994,1,2,360,360,12,611,0
CAESAR: The Great Battles of Julius Caesar – The Civil Wars 48-45 B.C.,5833,7.20062,3.5,1994,2,2,360,360,12,1096,0
Campaign to Stalingrad: Southern Russia 1942,5834,7.07528,3.0625,1992,2,2,360,360,12,265,0
Command Decision,5835,6.49398,3.5455,1986,2,2,360,360,12,280,0
Wordrop,5836,5.54912,1.5,2001,2,4,30,30,8,135,0
Steam Tunnel,5837,5.59936,1.5294,2003,2,5,30,30,10,461,0
Quick Wit,5841,5.37705,1.6,1987,2,12,45,45,12,180,0
Royalty,5843,6.59531,1.8,1959,1,6,10,10,6,192,0
Disney GuessWords Game,5850,4.9,1,2001,4,12,20,20,8,121,0
Punch Line,5852,6.325,2,1978,2,4,30,30,8,129,0
Azuma,5854,5.85185,1,1992,3,6,30,30,8,181,0
The Wonderful World of Disney Trivia Game,5856,5.47239,1.4286,1997,2,6,45,45,6,952,0
Clue II: Murder in Disguise VCR Mystery Game,5858,6.10645,2.3,1987,2,6,60,60,13,359,0
Minuteman: The Second American Revolution,5859,6.37447,3.4286,1976,2,4,120,180,12,168,0
Descent on Crete: May 1941,5860,6.05692,4,1978,2,2,240,240,14,270,0
Frigate: Sea War in the Age of Sail,5862,5.94955,3,1974,2,2,120,120,12,392,0
Canadian Civil War: La Guerre de la Sécession du Canada,5863,5.64474,3.1,1977,4,4,60,360,12,172,0
The Flight of the Goeben: World War I Naval Operations in the Mediterranean,5864,7.43333,2.8333,1970,2,2,90,90,12,166,0
10 Days in Europe,5867,6.5993,1.3427,2002,2,4,20,30,10,2610,0
Mordred,5869,6.17584,1.9775,1999,3,4,45,45,12,658,0
Last Battle: Twilight – 2000,5875,6.30845,2.75,1989,2,8,120,120,12,266,0
Grav-Ball,5876,5.9684,1.5,1982,2,4,90,90,12,122,0
Invasion: Sicily – Alexander vs Kesselring,5880,6.08393,2.2857,1974,2,2,90,90,12,129,0
Tet Offensive,5881,6.04855,2.9091,1991,2,4,120,120,0,260,0
Europe Aflame,5882,5.51414,2.4615,1989,2,4,120,120,12,293,0
Meschugge,5885,4.64,2.25,1988,2,4,20,20,8,121,0
Die Dracheninsel,5886,5.35564,1.2,2003,3,6,60,60,10,238,0
1863,5890,5.42538,2.8,1991,1,2,180,180,12,288,0
Twister,5894,4.55017,1.0827,1966,2,4,10,10,6,8832,0
Hungry Hungry Hippos,5895,4.12239,1.0707,1978,2,4,10,10,4,3216,0
Lie Detector,5897,5.8054,1.3077,1960,2,4,60,60,8,324,0
Aliens Predator,5900,6.13207,2.2857,1997,2,3,45,45,12,338,0
Cats' Mansion,5903,4.80105,1.3333,1984,2,4,20,20,10,207,0
Birth of a Nation,5922,5.90595,3,1982,2,2,120,240,12,224,0
Hell Hath No Fury,5923,6.77069,2.5455,1985,2,2,90,90,12,388,0
Napoleon and the Archduke Charles: The Battle of Aspern-Essling,5924,6.30987,3.2857,1986,2,2,120,120,12,324,0
Glory Road: The First Battle of Bull Run,5926,5.44444,2.5,1986,2,2,120,120,12,257,0
Duel in the Desert: Rommel's Campaign in North Africa,5927,6.23304,2.5455,1986,2,2,90,90,12,308,0
Harpoon (Third Edition),5928,6.45912,4,1987,2,2,180,180,12,1013,0
Clash of Empires: The Battle for France 1914,5929,6.88529,2.3,1986,2,3,120,120,12,322,0
Campaigns of Marlborough,5930,6.65648,3.375,1987,2,2,120,120,12,294,0
"Fallen Eagle: The Battle of Khe Sanh, Vietnam, 1968",5932,5.58077,3.25,1987,2,2,120,120,12,238,0
Red Sky Morning,5933,6.58958,2.625,1991,2,2,120,120,12,177,0
"Wahoo! The Battle of Washington July 8, 1863",5934,5.90476,2.8,1991,2,2,180,180,12,226,0
Drive on Frankfurt,5935,6.96571,2.5833,1987,2,2,120,120,12,308,0
Stonewall: The Battle of Kernstown,5939,6.65297,3,1978,2,2,120,120,12,828,0
Bug Hunter Sniper!,5940,6.97576,3.1667,1988,2,3,90,90,12,338,0
Mermaid Rain,5941,6.21456,2.2,2003,3,6,45,45,10,976,0
Mystery Rummy: Al Capone and the Chicago Underworld,5942,6.8584,1.587,2003,2,4,20,40,8,1563,0
Xena: Warrior Princess CCG,5952,5.14521,1.1429,1998,2,3,10,10,10,181,0
Karambolage,5953,6.09401,1.087,1995,2,4,20,30,6,345,0
Patton Goes to War,5955,6.41029,2.7857,1987,2,2,180,180,12,434,0
South Africa: The Death of Colonialism,5956,5.05757,2.7391,1977,2,2,120,120,12,608,0
"Tito and his Partisan Army: Yugoslavia, 1941-45",5957,5.66557,2.6842,1980,2,2,120,120,12,799,0
"NATO, Nukes & Nazis",5958,7.11585,3.8,1990,2,2,180,180,12,271,0
Scrimmage: Tactical Professional Football,5959,4.04828,2.8,1973,2,2,90,90,10,299,0
Strike Force One: The Cold War Heats Up – 1975,5960,4.89282,1.1667,1975,1,2,15,15,13,437,0
Battle for Basra,5961,5.40317,1.5714,1991,2,2,30,30,10,277,0
American Civil War 1861-1865,5964,6.19589,2.9167,1983,2,2,720,720,12,366,0
"October War: Doctrine and Tactics in the Yom Kippur Conflict, 1973",5965,6.89591,2.88,1977,2,2,120,600,12,718,0
Sequence Dice,5966,5.59479,1,1999,2,4,20,20,7,926,0
Wings Over France,5988,7.40984,3.2222,1992,1,1,60,60,10,134,0
Blood & Iron,5990,6.3576,2.5,1993,2,2,180,300,0,526,0
Lion of Ethiopia,5991,7.35638,2.25,1990,2,2,120,120,12,550,0
Operation Grenade: The Battle for the Rhineland 23 Feb. - 5 Mar. '45,5992,6.47945,2.6667,1981,2,2,240,240,12,848,0
The Tigers Are Burning,5993,6.47238,2.4286,1988,2,2,240,240,12,511,0
Tsushima,5994,6.02346,2.5556,1989,2,2,240,240,12,422,0
"The Battle for Cassino: Assaulting the Gustav Line, 1944",5996,5.38217,3.1765,1978,2,2,240,240,12,737,0
Pleasant Hill: The Red River Campaign,5997,6.71257,3.2941,1986,2,2,300,300,12,519,0
The Italian Campaign: Sicily,5998,5.50561,3.4,1991,2,2,240,240,12,529,0
The Italian Campaign: Salerno,5999,5.50714,3.3,1992,2,2,240,240,12,463,0
The Italian Campaign: Anzio,6000,5.46951,3.5833,1992,2,2,240,240,12,459,0
Donau Front,6003,5.85197,2.5,1989,2,2,300,300,12,469,0
The Indian Mutiny,6004,5.47908,2.6,1988,2,2,300,300,12,487,0
Korea: The Mobile War,6005,5.82761,3.1667,1987,2,2,240,240,12,392,0
Iron Cross,6006,5.38873,2.7,1990,2,2,240,240,12,418,0
Fortress Stalingrad,6007,6.25875,2.4545,1988,2,2,240,240,12,422,0
Ruweisat Ridge: The First Battle of El Alamein,6008,6.17063,2.2222,1985,2,2,240,240,12,442,0
Soldiers of the Queen: Battles at Isandhlwana and Omdurman,6009,6.53429,2.9167,1984,2,2,240,240,12,486,0
Phantom Rallye,6010,5.02476,1.3,2003,2,4,30,30,5,235,0
Disneyland Monorail Game,6011,4.12187,1,1960,2,4,20,20,5,104,0
Blitzkrieg '41,6017,6.56667,2.5714,1989,2,2,180,180,12,440,0
Borodino: Doomed Victory,6020,4.28953,3.2,1990,2,2,240,240,12,356,0
"Hastings, 1066",6021,6.69118,2.8235,1987,2,2,300,300,12,524,0
13: The Colonies in Revolt,6022,5.99785,3.5,1985,2,2,360,360,12,480,0
"Thunder at Luetzen: Opening Battles for Germany, 1813",6023,5.83284,2.5556,1985,2,2,240,240,12,401,0
"Warsaw Rising: Revolt of the Polish Underground, 1944",6024,6.12667,3,1986,2,2,300,300,12,414,0
Tet '68,6036,6.33904,2.8889,1992,2,2,180,180,12,504,0
Cortes: Conquest of the Aztec Empire,6037,6.47828,2.5789,1993,2,2,180,180,12,582,0
Shogun Triumphant,6038,6.55,2.8889,1993,2,2,180,180,12,509,0
Antietam: Burnished Rows of Steel,6039,6.69636,2.4444,1993,1,2,240,240,12,505,0
Desert Storm: The Mother of All Battles,6040,5.91458,2.7778,1991,1,2,180,180,13,437,0
Budapest '45,6041,6.51157,2.3846,1994,2,2,120,120,0,514,0
Samurai Sunset,6042,6.44255,2.8333,1990,2,2,180,180,12,303,0
Attila: The Huns Invasion,6044,6.15572,3.25,1981,2,2,360,360,12,148,0
I Am Spartacus!,6045,6.46187,2.3125,1992,2,2,180,180,12,578,0
Gettysburg: Lee's Greatest Gamble,6046,6.55308,2.7083,1992,2,2,180,180,12,581,0
Port Arthur: The Russo-Japanese War,6047,5.65478,2.3636,1992,2,2,180,180,12,465,0
Czechoslovakia 1938,6049,6.31852,2.4211,1993,2,2,180,180,12,457,0
Duel of Ages Set 1: Worldspanner,6050,6.53118,2.8769,2003,2,16,120,120,12,2356,0
Yorktown: The Siege Which Determined the Birth of the United States,6052,4.92727,2.5714,1981,2,4,120,240,15,161,0
Little Big Horn,6053,6.17798,3.4286,1981,2,2,360,360,12,209,0
Norge: the first battle between the Germans and the Allies,6054,6.21,3,1981,2,4,360,360,12,131,0
Queen's Necklace,6068,6.39696,1.9005,2003,2,4,30,45,8,4172,0
East & West: The Third Mondial War,6085,6.30323,3.3333,1981,2,6,360,360,12,211,0
Okinawa: The Bloodiest Battle of the Pacific Ocean,6086,6.24151,3.0526,1979,2,2,240,240,12,276,0
Sicily '43: The Beginning of the End,6087,5.77778,2.75,1981,2,4,240,240,12,154,0
Rommel: The Last Glory in Kasserine,6088,6.55263,3.3846,1981,2,4,360,360,12,167,0
Pack of Flies,6090,4.9284,1.125,2003,2,5,20,20,8,696,0
Mafia,6109,5.88095,1.7143,1981,3,5,60,120,13,116,0
Battle Dome,6112,6.47108,1,1994,2,4,10,10,8,225,0
Goosebumps: Shrieks and Spiders Game,6114,4.20312,1,1995,2,4,20,20,7,132,0
Nobody but Us Chickens,6117,6.10326,1.1786,2003,3,6,20,20,8,738,0
Discovery,6118,5.92762,1.8,2002,2,2,45,45,12,336,0
Laser Attack,6119,5.78421,1.1429,1978,2,4,20,20,7,168,0
Star Wars: Escape the Death Star Action Figure Game,6122,4.73488,1.1429,1998,2,4,20,20,6,300,0
Waterloo: The Last Great Battle,6124,6.28302,2.5,1981,2,3,240,240,12,140,0
Austerlitz: The Battle of the 3 Emperors,6125,6.23576,2.8,1981,2,3,360,360,12,136,0
Jena,6129,6.11558,3,1981,2,4,240,240,12,138,0
Kangaroo: The Jumping Game,6132,5.38667,1,1977,2,2,20,20,8,125,0
Drive,6137,6.53677,1.2632,2003,2,4,30,30,8,691,0
S.F.3.D. Original,6146,7.16061,2.25,1984,2,2,120,120,12,109,0
Stop it!,6152,4.47647,1.2,2003,2,6,10,10,8,103,0
Crisis: 2000,6153,5.63421,2.1429,1994,2,2,60,60,12,176,0
Fury on Champlain,6184,6.01034,2.8,1994,1,2,240,240,12,136,0
Avalon,6187,5.81336,1.8182,2003,2,2,45,45,12,1391,0
Xe Queo!,6191,6.50079,1.5,1998,2,2,20,20,8,530,0
Home Alone,6194,4.55,1,1991,2,4,30,30,8,167,0
The Sun of Austerlitz,6197,7.24516,3.6154,2003,2,2,120,120,12,377,0
Dante's Inferno,6201,4.73104,1.9688,2003,3,6,90,90,12,625,0
The Rise of the Roman Republic,6202,6.94272,3.7541,2003,2,3,240,240,0,865,0
Enemy at the Gates,6203,7.61788,4.4,1994,1,4,240,6000,12,834,0
Europe Engulfed: WWII European Theatre Block Game,6205,7.45625,3.7621,2003,2,3,720,720,14,2346,1
Mag·Blast (Second Edition),6209,6.34166,1.5455,2002,2,8,20,20,10,841,0
On Assignment with National Geographic,6210,4.97084,1.3636,1990,2,4,60,60,8,354,0
Doorways to Horror,6212,5.51923,2,1986,2,6,60,60,0,109,0
StarSoldier: Tactical Warfare in the 25th Century,6215,6.28275,3.2692,1977,2,3,120,120,12,542,0
War of Wizards,6217,4.94444,1.5,1975,2,2,60,60,12,132,0
Ice Lake,6219,5.51364,1.3636,2002,2,4,20,20,9,100,0
Eastern Front Tank Leader,6226,6.8943,2.9375,1986,2,2,90,90,12,625,0
Rolling Thunder,6228,4.79571,4.2727,1979,2,2,360,360,14,145,0
Snafooey,6230,5.41638,1,1982,2,6,10,10,8,168,0
Market Day,6232,5.08421,1,1984,2,4,30,30,5,125,0
Trivial Pursuit: Know-It-All Edition,6233,5.46296,1.8333,1998,2,6,90,90,12,171,0
The Perilous Parlor Game,6235,5.55662,1.75,2002,2,4,30,30,8,717,0
The Crusades: Western Invasions of the Holy Land 1097-1191 A.D.,6240,6.28939,2.9048,1978,2,8,240,240,12,858,0
Quest for the Dungeonmaster,6245,4.56171,1,1984,2,6,45,45,6,131,0
Alhambra,6249,7.03225,2.1003,2003,2,6,45,60,8,40590,1
Chez Grunt,6250,5.8264,1.4545,2003,2,5,60,60,12,553,0
Arnhem: Defiant Stand,6251,7.58756,3.8421,2003,2,6,90,90,12,275,0
"'Wacht am Rhein': The Battle of the Bulge, 16 Dec 44 – 2 Jan 45",6253,7.41214,3.56,1977,2,4,360,360,14,386,0
King's Breakfast,6263,6.17579,1.1781,2003,3,5,15,15,7,1895,0
Sherlock Holmes: West End Adventures,6266,7.51312,3.1,1995,1,6,90,90,0,322,0
Objective Moscow: The Death of Soviet Communism,6270,6.55455,3.7333,1978,1,3,360,360,12,345,0
Junior Stratego,6272,5.45948,1,1997,2,2,30,30,4,333,0
Eketorp,6281,6.35432,2.0816,2003,3,6,45,60,8,2025,0
Azhanti High Lightning,6282,6.41192,2.4167,1980,2,16,60,60,10,464,0
The Ungame,6283,3.04639,1.2,1973,2,6,60,60,5,571,0
Shark Attack!,6284,4.71543,1,1988,2,4,10,10,4,455,0
Mighty Warriors,6333,5.58824,1.2,1991,2,4,60,60,8,132,0
Seekrieg (Fourth Edition),6338,7.11333,3.9,1981,2,2,120,120,12,149,0
Dying Lights,6339,4.94828,3.125,2003,2,6,45,45,10,211,0
